Date,Year,Month,Month Year
01-09-2019 00:00,2019,Sep,Sep-19
02-09-2019 00:00,2019,Sep,Sep-19
03-09-2019 00:00,2019,Sep,Sep-19
04-09-2019 00:00,2019,Sep,Sep-19
05-09-2019 00:00,2019,Sep,Sep-19
06-09-2019 00:00,2019,Sep,Sep-19
07-09-2019 00:00,2019,Sep,Sep-19
08-09-2019 00:00,2019,Sep,Sep-19
09-09-2019 00:00,2019,Sep,Sep-19
10-09-2019 00:00,2019,Sep,Sep-19
11-09-2019 00:00,2019,Sep,Sep-19
12-09-2019 00:00,2019,Sep,Sep-19
13-09-2019 00:00,2019,Sep,Sep-19
14-09-2019 00:00,2019,Sep,Sep-19
15-09-2019 00:00,2019,Sep,Sep-19
16-09-2019 00:00,2019,Sep,Sep-19
17-09-2019 00:00,2019,Sep,Sep-19
18-09-2019 00:00,2019,Sep,Sep-19
19-09-2019 00:00,2019,Sep,Sep-19
20-09-2019 00:00,2019,Sep,Sep-19
21-09-2019 00:00,2019,Sep,Sep-19
22-09-2019 00:00,2019,Sep,Sep-19
23-09-2019 00:00,2019,Sep,Sep-19
24-09-2019 00:00,2019,Sep,Sep-19
25-09-2019 00:00,2019,Sep,Sep-19
26-09-2019 00:00,2019,Sep,Sep-19
27-09-2019 00:00,2019,Sep,Sep-19
28-09-2019 00:00,2019,Sep,Sep-19
29-09-2019 00:00,2019,Sep,Sep-19
30-09-2019 00:00,2019,Sep,Sep-19
01-10-2019 00:00,2019,Oct,Oct-19
02-10-2019 00:00,2019,Oct,Oct-19
03-10-2019 00:00,2019,Oct,Oct-19
04-10-2019 00:00,2019,Oct,Oct-19
05-10-2019 00:00,2019,Oct,Oct-19
06-10-2019 00:00,2019,Oct,Oct-19
07-10-2019 00:00,2019,Oct,Oct-19
08-10-2019 00:00,2019,Oct,Oct-19
09-10-2019 00:00,2019,Oct,Oct-19
10-10-2019 00:00,2019,Oct,Oct-19
11-10-2019 00:00,2019,Oct,Oct-19
12-10-2019 00:00,2019,Oct,Oct-19
13-10-2019 00:00,2019,Oct,Oct-19
14-10-2019 00:00,2019,Oct,Oct-19
15-10-2019 00:00,2019,Oct,Oct-19
16-10-2019 00:00,2019,Oct,Oct-19
17-10-2019 00:00,2019,Oct,Oct-19
18-10-2019 00:00,2019,Oct,Oct-19
19-10-2019 00:00,2019,Oct,Oct-19
20-10-2019 00:00,2019,Oct,Oct-19
21-10-2019 00:00,2019,Oct,Oct-19
22-10-2019 00:00,2019,Oct,Oct-19
23-10-2019 00:00,2019,Oct,Oct-19
24-10-2019 00:00,2019,Oct,Oct-19
25-10-2019 00:00,2019,Oct,Oct-19
26-10-2019 00:00,2019,Oct,Oct-19
27-10-2019 00:00,2019,Oct,Oct-19
28-10-2019 00:00,2019,Oct,Oct-19
29-10-2019 00:00,2019,Oct,Oct-19
30-10-2019 00:00,2019,Oct,Oct-19
31-10-2019 00:00,2019,Oct,Oct-19
01-11-2019 00:00,2019,Nov,Nov-19
02-11-2019 00:00,2019,Nov,Nov-19
03-11-2019 00:00,2019,Nov,Nov-19
04-11-2019 00:00,2019,Nov,Nov-19
05-11-2019 00:00,2019,Nov,Nov-19
06-11-2019 00:00,2019,Nov,Nov-19
07-11-2019 00:00,2019,Nov,Nov-19
08-11-2019 00:00,2019,Nov,Nov-19
09-11-2019 00:00,2019,Nov,Nov-19
10-11-2019 00:00,2019,Nov,Nov-19
11-11-2019 00:00,2019,Nov,Nov-19
12-11-2019 00:00,2019,Nov,Nov-19
13-11-2019 00:00,2019,Nov,Nov-19
14-11-2019 00:00,2019,Nov,Nov-19
15-11-2019 00:00,2019,Nov,Nov-19
16-11-2019 00:00,2019,Nov,Nov-19
17-11-2019 00:00,2019,Nov,Nov-19
18-11-2019 00:00,2019,Nov,Nov-19
19-11-2019 00:00,2019,Nov,Nov-19
20-11-2019 00:00,2019,Nov,Nov-19
21-11-2019 00:00,2019,Nov,Nov-19
22-11-2019 00:00,2019,Nov,Nov-19
23-11-2019 00:00,2019,Nov,Nov-19
24-11-2019 00:00,2019,Nov,Nov-19
25-11-2019 00:00,2019,Nov,Nov-19
26-11-2019 00:00,2019,Nov,Nov-19
27-11-2019 00:00,2019,Nov,Nov-19
28-11-2019 00:00,2019,Nov,Nov-19
29-11-2019 00:00,2019,Nov,Nov-19
30-11-2019 00:00,2019,Nov,Nov-19
01-12-2019 00:00,2019,Dec,Dec-19
02-12-2019 00:00,2019,Dec,Dec-19
03-12-2019 00:00,2019,Dec,Dec-19
04-12-2019 00:00,2019,Dec,Dec-19
05-12-2019 00:00,2019,Dec,Dec-19
06-12-2019 00:00,2019,Dec,Dec-19
07-12-2019 00:00,2019,Dec,Dec-19
08-12-2019 00:00,2019,Dec,Dec-19
09-12-2019 00:00,2019,Dec,Dec-19
10-12-2019 00:00,2019,Dec,Dec-19
11-12-2019 00:00,2019,Dec,Dec-19
12-12-2019 00:00,2019,Dec,Dec-19
13-12-2019 00:00,2019,Dec,Dec-19
14-12-2019 00:00,2019,Dec,Dec-19
15-12-2019 00:00,2019,Dec,Dec-19
16-12-2019 00:00,2019,Dec,Dec-19
17-12-2019 00:00,2019,Dec,Dec-19
18-12-2019 00:00,2019,Dec,Dec-19
19-12-2019 00:00,2019,Dec,Dec-19
20-12-2019 00:00,2019,Dec,Dec-19
21-12-2019 00:00,2019,Dec,Dec-19
22-12-2019 00:00,2019,Dec,Dec-19
23-12-2019 00:00,2019,Dec,Dec-19
24-12-2019 00:00,2019,Dec,Dec-19
25-12-2019 00:00,2019,Dec,Dec-19
26-12-2019 00:00,2019,Dec,Dec-19
27-12-2019 00:00,2019,Dec,Dec-19
28-12-2019 00:00,2019,Dec,Dec-19
29-12-2019 00:00,2019,Dec,Dec-19
30-12-2019 00:00,2019,Dec,Dec-19
31-12-2019 00:00,2019,Dec,Dec-19
01-01-2020 00:00,2020,Jan,Jan-20
02-01-2020 00:00,2020,Jan,Jan-20
03-01-2020 00:00,2020,Jan,Jan-20
04-01-2020 00:00,2020,Jan,Jan-20
05-01-2020 00:00,2020,Jan,Jan-20
06-01-2020 00:00,2020,Jan,Jan-20
07-01-2020 00:00,2020,Jan,Jan-20
08-01-2020 00:00,2020,Jan,Jan-20
09-01-2020 00:00,2020,Jan,Jan-20
10-01-2020 00:00,2020,Jan,Jan-20
11-01-2020 00:00,2020,Jan,Jan-20
12-01-2020 00:00,2020,Jan,Jan-20
13-01-2020 00:00,2020,Jan,Jan-20
14-01-2020 00:00,2020,Jan,Jan-20
15-01-2020 00:00,2020,Jan,Jan-20
16-01-2020 00:00,2020,Jan,Jan-20
17-01-2020 00:00,2020,Jan,Jan-20
18-01-2020 00:00,2020,Jan,Jan-20
19-01-2020 00:00,2020,Jan,Jan-20
20-01-2020 00:00,2020,Jan,Jan-20
21-01-2020 00:00,2020,Jan,Jan-20
22-01-2020 00:00,2020,Jan,Jan-20
23-01-2020 00:00,2020,Jan,Jan-20
24-01-2020 00:00,2020,Jan,Jan-20
25-01-2020 00:00,2020,Jan,Jan-20
26-01-2020 00:00,2020,Jan,Jan-20
27-01-2020 00:00,2020,Jan,Jan-20
28-01-2020 00:00,2020,Jan,Jan-20
29-01-2020 00:00,2020,Jan,Jan-20
30-01-2020 00:00,2020,Jan,Jan-20
31-01-2020 00:00,2020,Jan,Jan-20
01-02-2020 00:00,2020,Feb,Feb-20
02-02-2020 00:00,2020,Feb,Feb-20
03-02-2020 00:00,2020,Feb,Feb-20
04-02-2020 00:00,2020,Feb,Feb-20
05-02-2020 00:00,2020,Feb,Feb-20
06-02-2020 00:00,2020,Feb,Feb-20
07-02-2020 00:00,2020,Feb,Feb-20
08-02-2020 00:00,2020,Feb,Feb-20
09-02-2020 00:00,2020,Feb,Feb-20
10-02-2020 00:00,2020,Feb,Feb-20
11-02-2020 00:00,2020,Feb,Feb-20
12-02-2020 00:00,2020,Feb,Feb-20
13-02-2020 00:00,2020,Feb,Feb-20
14-02-2020 00:00,2020,Feb,Feb-20
15-02-2020 00:00,2020,Feb,Feb-20
16-02-2020 00:00,2020,Feb,Feb-20
17-02-2020 00:00,2020,Feb,Feb-20
18-02-2020 00:00,2020,Feb,Feb-20
19-02-2020 00:00,2020,Feb,Feb-20
20-02-2020 00:00,2020,Feb,Feb-20
21-02-2020 00:00,2020,Feb,Feb-20
22-02-2020 00:00,2020,Feb,Feb-20
23-02-2020 00:00,2020,Feb,Feb-20
24-02-2020 00:00,2020,Feb,Feb-20
25-02-2020 00:00,2020,Feb,Feb-20
26-02-2020 00:00,2020,Feb,Feb-20
27-02-2020 00:00,2020,Feb,Feb-20
28-02-2020 00:00,2020,Feb,Feb-20
29-02-2020 00:00,2020,Feb,Feb-20
01-03-2020 00:00,2020,Mar,Mar-20
02-03-2020 00:00,2020,Mar,Mar-20
03-03-2020 00:00,2020,Mar,Mar-20
04-03-2020 00:00,2020,Mar,Mar-20
05-03-2020 00:00,2020,Mar,Mar-20
06-03-2020 00:00,2020,Mar,Mar-20
07-03-2020 00:00,2020,Mar,Mar-20
08-03-2020 00:00,2020,Mar,Mar-20
09-03-2020 00:00,2020,Mar,Mar-20
10-03-2020 00:00,2020,Mar,Mar-20
11-03-2020 00:00,2020,Mar,Mar-20
12-03-2020 00:00,2020,Mar,Mar-20
13-03-2020 00:00,2020,Mar,Mar-20
14-03-2020 00:00,2020,Mar,Mar-20
15-03-2020 00:00,2020,Mar,Mar-20
16-03-2020 00:00,2020,Mar,Mar-20
17-03-2020 00:00,2020,Mar,Mar-20
18-03-2020 00:00,2020,Mar,Mar-20
19-03-2020 00:00,2020,Mar,Mar-20
20-03-2020 00:00,2020,Mar,Mar-20
21-03-2020 00:00,2020,Mar,Mar-20
22-03-2020 00:00,2020,Mar,Mar-20
23-03-2020 00:00,2020,Mar,Mar-20
24-03-2020 00:00,2020,Mar,Mar-20
25-03-2020 00:00,2020,Mar,Mar-20
26-03-2020 00:00,2020,Mar,Mar-20
27-03-2020 00:00,2020,Mar,Mar-20
28-03-2020 00:00,2020,Mar,Mar-20
29-03-2020 00:00,2020,Mar,Mar-20
30-03-2020 00:00,2020,Mar,Mar-20
31-03-2020 00:00,2020,Mar,Mar-20
01-04-2020 00:00,2020,Apr,Apr-20
02-04-2020 00:00,2020,Apr,Apr-20
03-04-2020 00:00,2020,Apr,Apr-20
04-04-2020 00:00,2020,Apr,Apr-20
05-04-2020 00:00,2020,Apr,Apr-20
06-04-2020 00:00,2020,Apr,Apr-20
07-04-2020 00:00,2020,Apr,Apr-20
08-04-2020 00:00,2020,Apr,Apr-20
09-04-2020 00:00,2020,Apr,Apr-20
10-04-2020 00:00,2020,Apr,Apr-20
11-04-2020 00:00,2020,Apr,Apr-20
12-04-2020 00:00,2020,Apr,Apr-20
13-04-2020 00:00,2020,Apr,Apr-20
14-04-2020 00:00,2020,Apr,Apr-20
15-04-2020 00:00,2020,Apr,Apr-20
16-04-2020 00:00,2020,Apr,Apr-20
17-04-2020 00:00,2020,Apr,Apr-20
18-04-2020 00:00,2020,Apr,Apr-20
19-04-2020 00:00,2020,Apr,Apr-20
20-04-2020 00:00,2020,Apr,Apr-20
21-04-2020 00:00,2020,Apr,Apr-20
22-04-2020 00:00,2020,Apr,Apr-20
23-04-2020 00:00,2020,Apr,Apr-20
24-04-2020 00:00,2020,Apr,Apr-20
25-04-2020 00:00,2020,Apr,Apr-20
26-04-2020 00:00,2020,Apr,Apr-20
27-04-2020 00:00,2020,Apr,Apr-20
28-04-2020 00:00,2020,Apr,Apr-20
29-04-2020 00:00,2020,Apr,Apr-20
30-04-2020 00:00,2020,Apr,Apr-20
01-05-2020 00:00,2020,May,May-20
02-05-2020 00:00,2020,May,May-20
03-05-2020 00:00,2020,May,May-20
04-05-2020 00:00,2020,May,May-20
05-05-2020 00:00,2020,May,May-20
06-05-2020 00:00,2020,May,May-20
07-05-2020 00:00,2020,May,May-20
08-05-2020 00:00,2020,May,May-20
09-05-2020 00:00,2020,May,May-20
10-05-2020 00:00,2020,May,May-20
11-05-2020 00:00,2020,May,May-20
12-05-2020 00:00,2020,May,May-20
13-05-2020 00:00,2020,May,May-20
14-05-2020 00:00,2020,May,May-20
15-05-2020 00:00,2020,May,May-20
16-05-2020 00:00,2020,May,May-20
17-05-2020 00:00,2020,May,May-20
18-05-2020 00:00,2020,May,May-20
19-05-2020 00:00,2020,May,May-20
20-05-2020 00:00,2020,May,May-20
21-05-2020 00:00,2020,May,May-20
22-05-2020 00:00,2020,May,May-20
23-05-2020 00:00,2020,May,May-20
24-05-2020 00:00,2020,May,May-20
25-05-2020 00:00,2020,May,May-20
26-05-2020 00:00,2020,May,May-20
27-05-2020 00:00,2020,May,May-20
28-05-2020 00:00,2020,May,May-20
29-05-2020 00:00,2020,May,May-20
30-05-2020 00:00,2020,May,May-20
31-05-2020 00:00,2020,May,May-20
01-06-2020 00:00,2020,Jun,Jun-20
02-06-2020 00:00,2020,Jun,Jun-20
03-06-2020 00:00,2020,Jun,Jun-20
04-06-2020 00:00,2020,Jun,Jun-20
05-06-2020 00:00,2020,Jun,Jun-20
06-06-2020 00:00,2020,Jun,Jun-20
07-06-2020 00:00,2020,Jun,Jun-20
08-06-2020 00:00,2020,Jun,Jun-20
09-06-2020 00:00,2020,Jun,Jun-20
10-06-2020 00:00,2020,Jun,Jun-20
11-06-2020 00:00,2020,Jun,Jun-20
12-06-2020 00:00,2020,Jun,Jun-20
13-06-2020 00:00,2020,Jun,Jun-20
14-06-2020 00:00,2020,Jun,Jun-20
15-06-2020 00:00,2020,Jun,Jun-20
16-06-2020 00:00,2020,Jun,Jun-20
17-06-2020 00:00,2020,Jun,Jun-20
18-06-2020 00:00,2020,Jun,Jun-20
19-06-2020 00:00,2020,Jun,Jun-20
20-06-2020 00:00,2020,Jun,Jun-20
21-06-2020 00:00,2020,Jun,Jun-20
22-06-2020 00:00,2020,Jun,Jun-20
23-06-2020 00:00,2020,Jun,Jun-20
24-06-2020 00:00,2020,Jun,Jun-20
25-06-2020 00:00,2020,Jun,Jun-20
26-06-2020 00:00,2020,Jun,Jun-20
27-06-2020 00:00,2020,Jun,Jun-20
28-06-2020 00:00,2020,Jun,Jun-20
29-06-2020 00:00,2020,Jun,Jun-20
30-06-2020 00:00,2020,Jun,Jun-20
01-07-2020 00:00,2020,Jul,Jul-20
02-07-2020 00:00,2020,Jul,Jul-20
03-07-2020 00:00,2020,Jul,Jul-20
04-07-2020 00:00,2020,Jul,Jul-20
05-07-2020 00:00,2020,Jul,Jul-20
06-07-2020 00:00,2020,Jul,Jul-20
07-07-2020 00:00,2020,Jul,Jul-20
08-07-2020 00:00,2020,Jul,Jul-20
09-07-2020 00:00,2020,Jul,Jul-20
10-07-2020 00:00,2020,Jul,Jul-20
11-07-2020 00:00,2020,Jul,Jul-20
12-07-2020 00:00,2020,Jul,Jul-20
13-07-2020 00:00,2020,Jul,Jul-20
14-07-2020 00:00,2020,Jul,Jul-20
15-07-2020 00:00,2020,Jul,Jul-20
16-07-2020 00:00,2020,Jul,Jul-20
17-07-2020 00:00,2020,Jul,Jul-20
18-07-2020 00:00,2020,Jul,Jul-20
19-07-2020 00:00,2020,Jul,Jul-20
20-07-2020 00:00,2020,Jul,Jul-20
21-07-2020 00:00,2020,Jul,Jul-20
22-07-2020 00:00,2020,Jul,Jul-20
23-07-2020 00:00,2020,Jul,Jul-20
24-07-2020 00:00,2020,Jul,Jul-20
25-07-2020 00:00,2020,Jul,Jul-20
26-07-2020 00:00,2020,Jul,Jul-20
27-07-2020 00:00,2020,Jul,Jul-20
28-07-2020 00:00,2020,Jul,Jul-20
29-07-2020 00:00,2020,Jul,Jul-20
30-07-2020 00:00,2020,Jul,Jul-20
31-07-2020 00:00,2020,Jul,Jul-20
01-08-2020 00:00,2020,Aug,Aug-20
02-08-2020 00:00,2020,Aug,Aug-20
03-08-2020 00:00,2020,Aug,Aug-20
04-08-2020 00:00,2020,Aug,Aug-20
05-08-2020 00:00,2020,Aug,Aug-20
06-08-2020 00:00,2020,Aug,Aug-20
07-08-2020 00:00,2020,Aug,Aug-20
08-08-2020 00:00,2020,Aug,Aug-20
09-08-2020 00:00,2020,Aug,Aug-20
10-08-2020 00:00,2020,Aug,Aug-20
11-08-2020 00:00,2020,Aug,Aug-20
12-08-2020 00:00,2020,Aug,Aug-20
13-08-2020 00:00,2020,Aug,Aug-20
14-08-2020 00:00,2020,Aug,Aug-20
15-08-2020 00:00,2020,Aug,Aug-20
16-08-2020 00:00,2020,Aug,Aug-20
17-08-2020 00:00,2020,Aug,Aug-20
18-08-2020 00:00,2020,Aug,Aug-20
19-08-2020 00:00,2020,Aug,Aug-20
20-08-2020 00:00,2020,Aug,Aug-20
21-08-2020 00:00,2020,Aug,Aug-20
22-08-2020 00:00,2020,Aug,Aug-20
23-08-2020 00:00,2020,Aug,Aug-20
24-08-2020 00:00,2020,Aug,Aug-20
25-08-2020 00:00,2020,Aug,Aug-20
26-08-2020 00:00,2020,Aug,Aug-20
27-08-2020 00:00,2020,Aug,Aug-20
28-08-2020 00:00,2020,Aug,Aug-20
29-08-2020 00:00,2020,Aug,Aug-20
30-08-2020 00:00,2020,Aug,Aug-20
31-08-2020 00:00,2020,Aug,Aug-20
01-09-2020 00:00,2020,Sep,Sep-20
02-09-2020 00:00,2020,Sep,Sep-20
03-09-2020 00:00,2020,Sep,Sep-20
04-09-2020 00:00,2020,Sep,Sep-20
05-09-2020 00:00,2020,Sep,Sep-20
06-09-2020 00:00,2020,Sep,Sep-20
07-09-2020 00:00,2020,Sep,Sep-20
08-09-2020 00:00,2020,Sep,Sep-20
09-09-2020 00:00,2020,Sep,Sep-20
10-09-2020 00:00,2020,Sep,Sep-20
11-09-2020 00:00,2020,Sep,Sep-20
12-09-2020 00:00,2020,Sep,Sep-20
13-09-2020 00:00,2020,Sep,Sep-20
14-09-2020 00:00,2020,Sep,Sep-20
15-09-2020 00:00,2020,Sep,Sep-20
16-09-2020 00:00,2020,Sep,Sep-20
17-09-2020 00:00,2020,Sep,Sep-20
18-09-2020 00:00,2020,Sep,Sep-20
19-09-2020 00:00,2020,Sep,Sep-20
20-09-2020 00:00,2020,Sep,Sep-20
21-09-2020 00:00,2020,Sep,Sep-20
22-09-2020 00:00,2020,Sep,Sep-20
23-09-2020 00:00,2020,Sep,Sep-20
24-09-2020 00:00,2020,Sep,Sep-20
25-09-2020 00:00,2020,Sep,Sep-20
26-09-2020 00:00,2020,Sep,Sep-20
27-09-2020 00:00,2020,Sep,Sep-20
28-09-2020 00:00,2020,Sep,Sep-20
29-09-2020 00:00,2020,Sep,Sep-20
30-09-2020 00:00,2020,Sep,Sep-20
01-10-2020 00:00,2020,Oct,Oct-20
02-10-2020 00:00,2020,Oct,Oct-20
03-10-2020 00:00,2020,Oct,Oct-20
04-10-2020 00:00,2020,Oct,Oct-20
05-10-2020 00:00,2020,Oct,Oct-20
06-10-2020 00:00,2020,Oct,Oct-20
07-10-2020 00:00,2020,Oct,Oct-20
08-10-2020 00:00,2020,Oct,Oct-20
09-10-2020 00:00,2020,Oct,Oct-20
10-10-2020 00:00,2020,Oct,Oct-20
11-10-2020 00:00,2020,Oct,Oct-20
12-10-2020 00:00,2020,Oct,Oct-20
13-10-2020 00:00,2020,Oct,Oct-20
14-10-2020 00:00,2020,Oct,Oct-20
15-10-2020 00:00,2020,Oct,Oct-20
16-10-2020 00:00,2020,Oct,Oct-20
17-10-2020 00:00,2020,Oct,Oct-20
18-10-2020 00:00,2020,Oct,Oct-20
19-10-2020 00:00,2020,Oct,Oct-20
20-10-2020 00:00,2020,Oct,Oct-20
21-10-2020 00:00,2020,Oct,Oct-20
22-10-2020 00:00,2020,Oct,Oct-20
23-10-2020 00:00,2020,Oct,Oct-20
24-10-2020 00:00,2020,Oct,Oct-20
25-10-2020 00:00,2020,Oct,Oct-20
26-10-2020 00:00,2020,Oct,Oct-20
27-10-2020 00:00,2020,Oct,Oct-20
28-10-2020 00:00,2020,Oct,Oct-20
29-10-2020 00:00,2020,Oct,Oct-20
30-10-2020 00:00,2020,Oct,Oct-20
31-10-2020 00:00,2020,Oct,Oct-20
01-11-2020 00:00,2020,Nov,Nov-20
02-11-2020 00:00,2020,Nov,Nov-20
03-11-2020 00:00,2020,Nov,Nov-20
04-11-2020 00:00,2020,Nov,Nov-20
05-11-2020 00:00,2020,Nov,Nov-20
06-11-2020 00:00,2020,Nov,Nov-20
07-11-2020 00:00,2020,Nov,Nov-20
08-11-2020 00:00,2020,Nov,Nov-20
09-11-2020 00:00,2020,Nov,Nov-20
10-11-2020 00:00,2020,Nov,Nov-20
11-11-2020 00:00,2020,Nov,Nov-20
12-11-2020 00:00,2020,Nov,Nov-20
13-11-2020 00:00,2020,Nov,Nov-20
14-11-2020 00:00,2020,Nov,Nov-20
15-11-2020 00:00,2020,Nov,Nov-20
16-11-2020 00:00,2020,Nov,Nov-20
17-11-2020 00:00,2020,Nov,Nov-20
18-11-2020 00:00,2020,Nov,Nov-20
19-11-2020 00:00,2020,Nov,Nov-20
20-11-2020 00:00,2020,Nov,Nov-20
21-11-2020 00:00,2020,Nov,Nov-20
22-11-2020 00:00,2020,Nov,Nov-20
23-11-2020 00:00,2020,Nov,Nov-20
24-11-2020 00:00,2020,Nov,Nov-20
25-11-2020 00:00,2020,Nov,Nov-20
26-11-2020 00:00,2020,Nov,Nov-20
27-11-2020 00:00,2020,Nov,Nov-20
28-11-2020 00:00,2020,Nov,Nov-20
29-11-2020 00:00,2020,Nov,Nov-20
30-11-2020 00:00,2020,Nov,Nov-20
01-12-2020 00:00,2020,Dec,Dec-20
02-12-2020 00:00,2020,Dec,Dec-20
03-12-2020 00:00,2020,Dec,Dec-20
04-12-2020 00:00,2020,Dec,Dec-20
05-12-2020 00:00,2020,Dec,Dec-20
06-12-2020 00:00,2020,Dec,Dec-20
07-12-2020 00:00,2020,Dec,Dec-20
08-12-2020 00:00,2020,Dec,Dec-20
09-12-2020 00:00,2020,Dec,Dec-20
10-12-2020 00:00,2020,Dec,Dec-20
11-12-2020 00:00,2020,Dec,Dec-20
12-12-2020 00:00,2020,Dec,Dec-20
13-12-2020 00:00,2020,Dec,Dec-20
14-12-2020 00:00,2020,Dec,Dec-20
15-12-2020 00:00,2020,Dec,Dec-20
16-12-2020 00:00,2020,Dec,Dec-20
17-12-2020 00:00,2020,Dec,Dec-20
18-12-2020 00:00,2020,Dec,Dec-20
19-12-2020 00:00,2020,Dec,Dec-20
20-12-2020 00:00,2020,Dec,Dec-20
21-12-2020 00:00,2020,Dec,Dec-20
22-12-2020 00:00,2020,Dec,Dec-20
23-12-2020 00:00,2020,Dec,Dec-20
24-12-2020 00:00,2020,Dec,Dec-20
25-12-2020 00:00,2020,Dec,Dec-20
26-12-2020 00:00,2020,Dec,Dec-20
27-12-2020 00:00,2020,Dec,Dec-20
28-12-2020 00:00,2020,Dec,Dec-20
29-12-2020 00:00,2020,Dec,Dec-20
30-12-2020 00:00,2020,Dec,Dec-20
31-12-2020 00:00,2020,Dec,Dec-20
